text,num_aspects,aspects,aspect_term,sentiment,confidence
I have had every Covid shot and booster. Since the MMR vaccine did not exist when I was a kid I had a titer test to make sure I had immunities. I have also participated in flu and RSV vaccine studies. Other than a few aches and pains for about 12 hours after the shots no issues. No Covid ever.,3,"vaccine, covid, mmr",mmr,neutral,0.66
Since I came from a time before MMR vaccines I had the titer test to make sure I was immune for measles (living in Florida I can’t be too confident). I have not had Covid ever.,3,"measles, covid, mmr",measles,neutral,0.921
Since I came from a time before MMR vaccines I had the titer test to make sure I was immune for measles (living in Florida I can’t be too confident). I have not had Covid ever.,3,"measles, covid, mmr",covid,neutral,0.796
Since I came from a time before MMR vaccines I had the titer test to make sure I was immune for measles (living in Florida I can’t be too confident). I have not had Covid ever.,3,"measles, covid, mmr",mmr,neutral,0.973
"All of them, including shingles, an updated MMR, and this year's Flu and Covid shots (Thank you, NJ Department of Health). I live with someone who is immune compromised and will do everything possible to protect his health as well as my own. He had shingles once and it was pretty awful.",2,"covid, mmr",covid,neutral,0.944
"All of them, including shingles, an updated MMR, and this year's Flu and Covid shots (Thank you, NJ Department of Health). I live with someone who is immune compromised and will do everything possible to protect his health as well as my own. He had shingles once and it was pretty awful.",2,"covid, mmr",mmr,positive,0.685
"I had the MMR and COVID shots in the same arm and was sore for weeks

That said MMR is a live vaccine so it might have just been that",3,"vaccine, covid, mmr",vaccine,positive,0.8
"I had the MMR and COVID shots in the same arm and was sore for weeks

That said MMR is a live vaccine so it might have just been that",3,"vaccine, covid, mmr",covid,neutral,0.941
"I had the MMR and COVID shots in the same arm and was sore for weeks

That said MMR is a live vaccine so it might have just been that",3,"vaccine, covid, mmr",mmr,neutral,0.96
I just got an MMR booster in my 50’s because with this crazy measles outbreak my doctor recommended the booster since efficacy can weaken over the decades. Zero side effects. Got the shingles while I was there. Trying to get another COVID booster next.,5,"side effects, efficacy, measles, covid, mmr",side effects,positive,0.458
I just got an MMR booster in my 50’s because with this crazy measles outbreak my doctor recommended the booster since efficacy can weaken over the decades. Zero side effects. Got the shingles while I was there. Trying to get another COVID booster next.,5,"side effects, efficacy, measles, covid, mmr",efficacy,negative,0.952
I just got an MMR booster in my 50’s because with this crazy measles outbreak my doctor recommended the booster since efficacy can weaken over the decades. Zero side effects. Got the shingles while I was there. Trying to get another COVID booster next.,5,"side effects, efficacy, measles, covid, mmr",measles,neutral,0.408
I just got an MMR booster in my 50’s because with this crazy measles outbreak my doctor recommended the booster since efficacy can weaken over the decades. Zero side effects. Got the shingles while I was there. Trying to get another COVID booster next.,5,"side effects, efficacy, measles, covid, mmr",covid,neutral,0.882
I just got an MMR booster in my 50’s because with this crazy measles outbreak my doctor recommended the booster since efficacy can weaken over the decades. Zero side effects. Got the shingles while I was there. Trying to get another COVID booster next.,5,"side effects, efficacy, measles, covid, mmr",mmr,neutral,0.852
"Flu and Covid coming up Monday morning. Have had ALL of the Covid boosters. I’m a retired nurse, so over many years I’ve had more than I can count. Flu, tb, hep b, MMR, tetanus, shingles-you name it. Never more than a sore arm.",2,"covid, mmr",covid,neutral,0.907
"Flu and Covid coming up Monday morning. Have had ALL of the Covid boosters. I’m a retired nurse, so over many years I’ve had more than I can count. Flu, tb, hep b, MMR, tetanus, shingles-you name it. Never more than a sore arm.",2,"covid, mmr",mmr,neutral,0.873
"I have!  I’m all caught up on Pneumonia, Shingrix, MMR, TDaP, RSV (2024 only per my PCP). 

Per my doctor, I obtained my flu shot and COVID vaccination this week.",3,"vaccination, covid, mmr",vaccination,neutral,0.944
"I have!  I’m all caught up on Pneumonia, Shingrix, MMR, TDaP, RSV (2024 only per my PCP). 

Per my doctor, I obtained my flu shot and COVID vaccination this week.",3,"vaccination, covid, mmr",covid,neutral,0.916
"I have!  I’m all caught up on Pneumonia, Shingrix, MMR, TDaP, RSV (2024 only per my PCP). 

Per my doctor, I obtained my flu shot and COVID vaccination this week.",3,"vaccination, covid, mmr",mmr,neutral,0.955
"Yep, all of them, even a second MMR though I'm 79. Second shingles coming up this month along with flu and Covid (now that it's available without a prescription). NO side effects at all.",3,"side effects, covid, mmr",side effects,negative,0.576
"Yep, all of them, even a second MMR though I'm 79. Second shingles coming up this month along with flu and Covid (now that it's available without a prescription). NO side effects at all.",3,"side effects, covid, mmr",covid,neutral,0.911
"Yep, all of them, even a second MMR though I'm 79. Second shingles coming up this month along with flu and Covid (now that it's available without a prescription). NO side effects at all.",3,"side effects, covid, mmr",mmr,neutral,0.963
"I do right now. Covid, shingles  1 and 2, flu, and pneumonia. Oh and MMR.",2,"covid, mmr",covid,neutral,0.819
"I do right now. Covid, shingles  1 and 2, flu, and pneumonia. Oh and MMR.",2,"covid, mmr",mmr,neutral,0.951
I had my titers  tested… the test said my titers were up so I don’t need to repeat MMR … thank goodness 😅 I have to take the covid shot the RSV shot the tetanus shot pneumonia shot flu shot shingles shot that’s a lot… as I’m immunocompromised… ugh 😣,2,"covid, mmr",covid,neutral,0.954
I had my titers  tested… the test said my titers were up so I don’t need to repeat MMR … thank goodness 😅 I have to take the covid shot the RSV shot the tetanus shot pneumonia shot flu shot shingles shot that’s a lot… as I’m immunocompromised… ugh 😣,2,"covid, mmr",mmr,neutral,0.866
"These early shifts—less COVID vaccination; fewer options for flu, MMR, and chickenpox vaccines—may seem benign enough. Kennedy and his allies are testing the waters, but they’re also accustoming the public both to the idea of fewer vaccines and to the routine of doubting vetted immunizations.",3,"vaccination, covid, mmr",vaccination,negative,0.585
"These early shifts—less COVID vaccination; fewer options for flu, MMR, and chickenpox vaccines—may seem benign enough. Kennedy and his allies are testing the waters, but they’re also accustoming the public both to the idea of fewer vaccines and to the routine of doubting vetted immunizations.",3,"vaccination, covid, mmr",covid,negative,0.571
"These early shifts—less COVID vaccination; fewer options for flu, MMR, and chickenpox vaccines—may seem benign enough. Kennedy and his allies are testing the waters, but they’re also accustoming the public both to the idea of fewer vaccines and to the routine of doubting vetted immunizations.",3,"vaccination, covid, mmr",mmr,neutral,0.922
"Good luck persuading your doctor!

I am unfortunately allergic to the flu shot??? but I did recently get the new covid vaccine and the MMR. I saw a recommendation somewhere to get the MMR vaccine as an adult unless you are 100% sure you got two doses of it in childhood",3,"vaccine, covid, mmr",vaccine,neutral,0.858
"Good luck persuading your doctor!

I am unfortunately allergic to the flu shot??? but I did recently get the new covid vaccine and the MMR. I saw a recommendation somewhere to get the MMR vaccine as an adult unless you are 100% sure you got two doses of it in childhood",3,"vaccine, covid, mmr",covid,neutral,0.796
"Good luck persuading your doctor!

I am unfortunately allergic to the flu shot??? but I did recently get the new covid vaccine and the MMR. I saw a recommendation somewhere to get the MMR vaccine as an adult unless you are 100% sure you got two doses of it in childhood",3,"vaccine, covid, mmr",mmr,neutral,0.931
"This is just more of ""you do you"" and ""masking is a choice"".

They're starting with the COVID vaccine ""choice"" and then it'll be MMR, polio,...

They won't stop because they're looking to achieve full eugenics.",3,"vaccine, covid, mmr",vaccine,neutral,0.919
"This is just more of ""you do you"" and ""masking is a choice"".

They're starting with the COVID vaccine ""choice"" and then it'll be MMR, polio,...

They won't stop because they're looking to achieve full eugenics.",3,"vaccine, covid, mmr",covid,neutral,0.95
"This is just more of ""you do you"" and ""masking is a choice"".

They're starting with the COVID vaccine ""choice"" and then it'll be MMR, polio,...

They won't stop because they're looking to achieve full eugenics.",3,"vaccine, covid, mmr",mmr,neutral,0.964
"Today at lunch, I got my flu shot, H got her MMR booster and we plus Dad all got our COVID shots. We are up to date! (Except me, technically, as I can't get the TDaP anymore. 😔)",2,"covid, mmr",covid,neutral,0.854
"Today at lunch, I got my flu shot, H got her MMR booster and we plus Dad all got our COVID shots. We are up to date! (Except me, technically, as I can't get the TDaP anymore. 😔)",2,"covid, mmr",mmr,neutral,0.857
"Vaccine day. They said, I see there's a few you are due for if you want them. Uh, yeah. I'm not a fan of Kennedy killing germs, thanks. I got vaccines for: flu, pneumonia, shingles, Hep B, and MMR. (COVID one isn't available here yet.) Doing shots on a Friday night used to mean something else.",3,"vaccine, covid, mmr",vaccine,neutral,0.973
"Vaccine day. They said, I see there's a few you are due for if you want them. Uh, yeah. I'm not a fan of Kennedy killing germs, thanks. I got vaccines for: flu, pneumonia, shingles, Hep B, and MMR. (COVID one isn't available here yet.) Doing shots on a Friday night used to mean something else.",3,"vaccine, covid, mmr",covid,neutral,0.627
"Vaccine day. They said, I see there's a few you are due for if you want them. Uh, yeah. I'm not a fan of Kennedy killing germs, thanks. I got vaccines for: flu, pneumonia, shingles, Hep B, and MMR. (COVID one isn't available here yet.) Doing shots on a Friday night used to mean something else.",3,"vaccine, covid, mmr",mmr,neutral,0.954
"Got my flu, covid, and Hep B shots today at Walgreens. Wasn't sure how it would work in Missouri but they just asked if I had a pre-existing condition and my insurance covered it all as usual. 

I think I will try to get my MMR and HPV next month when I go to get second round of the Hep B.",2,"covid, mmr",covid,neutral,0.939
"Got my flu, covid, and Hep B shots today at Walgreens. Wasn't sure how it would work in Missouri but they just asked if I had a pre-existing condition and my insurance covered it all as usual. 

I think I will try to get my MMR and HPV next month when I go to get second round of the Hep B.",2,"covid, mmr",mmr,neutral,0.968
CDC panel recommends individual decision-making for COVID vaccines | Click on the image to read the full story https://www.wdsu.com/article/vaccine-panel-recommendations-covid-mmr-guidance/67970238?utm_campaign=snd-autopilot,3,"vaccine, covid, mmr",vaccine,neutral,0.938
