Public_health_unit,Antigen,Age,Year,Coverage
Timiskaming Health Unit,Rubella,17,2020-2021,97.6
Timiskaming Health Unit,Rubella,7,2021-2022,94.9
Timiskaming Health Unit,Rubella,17,2021-2022,98.4
Timiskaming Health Unit,Rubella,7,2022-2023,96.8
Timiskaming Health Unit,Rubella,17,2022-2023,98.4
Timiskaming Health Unit,Tetanus,7,2013-2014,96.2
Timiskaming Health Unit,Tetanus,7,2014-2015,96.8
Timiskaming Health Unit,Tetanus,7,2015-2016,99.4
Timiskaming Health Unit,Tetanus,7,2016-2017,93.9
Timiskaming Health Unit,Tetanus,7,2017-2018,94.6
Timiskaming Health Unit,Tetanus,7,2018-2019,88
Timiskaming Health Unit,Tetanus,17,2013-2014,92.7
Timiskaming Health Unit,Tetanus,17,2014-2015,89.2
Timiskaming Health Unit,Tetanus,17,2015-2016,90.6
Timiskaming Health Unit,Tetanus,17,2016-2017,87
Timiskaming Health Unit,Tetanus,17,2017-2018,90.1
Timiskaming Health Unit,Tetanus,17,2018-2019,89.4
Timiskaming Health Unit,Tetanus,7,2019-2020,85.6
Timiskaming Health Unit,Tetanus,17,2019-2020,92.3
Timiskaming Health Unit,Tetanus,7,2020-2021,90.6
Timiskaming Health Unit,Tetanus,17,2020-2021,90.3
Timiskaming Health Unit,Tetanus,7,2021-2022,89.5
Timiskaming Health Unit,Tetanus,17,2021-2022,87.6
Timiskaming Health Unit,Tetanus,7,2022-2023,87.6
Timiskaming Health Unit,Tetanus,17,2022-2023,83.2
Timiskaming Health Unit,Varicella,7,2013-2014,36.4
Timiskaming Health Unit,Varicella,7,2014-2015,48.1
Timiskaming Health Unit,Varicella,7,2015-2016,65.9
Timiskaming Health Unit,Varicella,7,2016-2017,77.6
Timiskaming Health Unit,Varicella,7,2017-2018,93.1
Timiskaming Health Unit,Varicella,7,2018-2019,86.5
Timiskaming Health Unit,Varicella,7,2019-2020,84
Timiskaming Health Unit,Varicella,7,2020-2021,90.3
Timiskaming Health Unit,Varicella,7,2021-2022,89.5
Timiskaming Health Unit,Varicella,7,2022-2023,86
Region of Waterloo Public Health and Paramedic Services,HepB,12,2023-2024,59.5
Region of Waterloo Public Health and Paramedic Services,HPV,12,2023-2024,49.1
Region of Waterloo Public Health and Paramedic Services,HPV,17,2023-2024,64.5
Region of Waterloo Public Health and Paramedic Services,Diphtheria,17,2023-2024,75.9
Region of Waterloo Public Health and Paramedic Services,HepB,17,2023-2024,74.2
Region of Waterloo Public Health and Paramedic Services,MCV4,12,2023-2024,72.7
Region of Waterloo Public Health and Paramedic Services,Pertussis,17,2023-2024,76.3
Region of Waterloo Public Health and Paramedic Services,Tetanus,17,2023-2024,75.9
Region of Waterloo Public Health and Paramedic Services,Hib,7,2023-2024,78.4
Region of Waterloo Public Health and Paramedic Services,Mumps,7,2023-2024,84.9
Region of Waterloo Public Health and Paramedic Services,Pneumo,7,2023-2024,78.5
Region of Waterloo Public Health and Paramedic Services,Rota,7,2023-2024,73.5
Region of Waterloo Public Health and Paramedic Services,Varicella,7,2023-2024,83.1
Region of Waterloo Public Health and Paramedic Services,Diphtheria,7,2023-2024,85.1
Region of Waterloo Public Health and Paramedic Services,MCC,7,2023-2024,89.7
Region of Waterloo Public Health and Paramedic Services,Measles,7,2023-2024,85.4
Region of Waterloo Public Health and Paramedic Services,Pertussis,7,2023-2024,85.1
Region of Waterloo Public Health and Paramedic Services,Polio,7,2023-2024,85.6
Region of Waterloo Public Health and Paramedic Services,Rubella,7,2023-2024,92.1
Region of Waterloo Public Health and Paramedic Services,Tetanus,7,2023-2024,85.1
Region of Waterloo Public Health and Paramedic Services,Measles,17,2023-2024,94.3
Region of Waterloo Public Health and Paramedic Services,Mumps,17,2023-2024,94.2
Region of Waterloo Public Health and Paramedic Services,Polio,17,2023-2024,92.5
Region of Waterloo Public Health and Paramedic Services,MCV4,17,2023-2024,92.2
Region of Waterloo Public Health and Paramedic Services,Rubella,17,2023-2024,96
Region of Waterloo Public Health and Paramedic Services,Diphtheria,7,2013-2014,94.1
Region of Waterloo Public Health and Paramedic Services,Diphtheria,7,2014-2015,89.1
Region of Waterloo Public Health and Paramedic Services,Diphtheria,7,2015-2016,92.2
Region of Waterloo Public Health and Paramedic Services,Diphtheria,7,2016-2017,93.3
Region of Waterloo Public Health and Paramedic Services,Diphtheria,7,2017-2018,92.1
Region of Waterloo Public Health and Paramedic Services,Diphtheria,7,2018-2019,93.2
Region of Waterloo Public Health and Paramedic Services,Diphtheria,17,2013-2014,78.3
Region of Waterloo Public Health and Paramedic Services,Diphtheria,17,2014-2015,77.6
Region of Waterloo Public Health and Paramedic Services,Diphtheria,17,2015-2016,82.9
Region of Waterloo Public Health and Paramedic Services,Diphtheria,17,2016-2017,82.7
Region of Waterloo Public Health and Paramedic Services,Diphtheria,17,2017-2018,82.5
Region of Waterloo Public Health and Paramedic Services,Diphtheria,17,2018-2019,85.3
Region of Waterloo Public Health and Paramedic Services,Diphtheria,7,2019-2020,89.7
Region of Waterloo Public Health and Paramedic Services,Diphtheria,17,2019-2020,81
Region of Waterloo Public Health and Paramedic Services,Diphtheria,7,2020-2021,83
Region of Waterloo Public Health and Paramedic Services,Diphtheria,17,2020-2021,71.1
Region of Waterloo Public Health and Paramedic Services,Diphtheria,7,2021-2022,80.4
Region of Waterloo Public Health and Paramedic Services,Diphtheria,17,2021-2022,54.3
Region of Waterloo Public Health and Paramedic Services,Diphtheria,7,2022-2023,80.4
Region of Waterloo Public Health and Paramedic Services,Diphtheria,17,2022-2023,60.7
Region of Waterloo Public Health and Paramedic Services,HepB,12,2013-2014,76.6
Region of Waterloo Public Health and Paramedic Services,HepB,12,2014-2015,75.7
Region of Waterloo Public Health and Paramedic Services,HepB,12,2015-2016,74.4
Region of Waterloo Public Health and Paramedic Services,HepB,12,2016-2017,71.1
Region of Waterloo Public Health and Paramedic Services,HepB,12,2017-2018,70.8
Region of Waterloo Public Health and Paramedic Services,HepB,12,2018-2019,69.5
Region of Waterloo Public Health and Paramedic Services,HepB,17,2018-2019,80.7
Region of Waterloo Public Health and Paramedic Services,HepB,12,2019-2020,55.6
Region of Waterloo Public Health and Paramedic Services,HepB,17,2019-2020,79.3
Region of Waterloo Public Health and Paramedic Services,HepB,12,2020-2021,44.6
Region of Waterloo Public Health and Paramedic Services,HepB,17,2020-2021,79.3
Region of Waterloo Public Health and Paramedic Services,HepB,12,2021-2022,43.8
Region of Waterloo Public Health and Paramedic Services,HepB,17,2021-2022,75.1
Region of Waterloo Public Health and Paramedic Services,HepB,12,2022-2023,70.5
Region of Waterloo Public Health and Paramedic Services,HepB,17,2022-2023,76.3
Region of Waterloo Public Health and Paramedic Services,Hib,7,2013-2014,83.6
Region of Waterloo Public Health and Paramedic Services,Hib,7,2014-2015,83.3
Region of Waterloo Public Health and Paramedic Services,Hib,7,2015-2016,83.2
Region of Waterloo Public Health and Paramedic Services,Hib,7,2016-2017,84.8
Region of Waterloo Public Health and Paramedic Services,Hib,7,2017-2018,84.5
Region of Waterloo Public Health and Paramedic Services,Hib,7,2018-2019,85.7
Region of Waterloo Public Health and Paramedic Services,Hib,7,2019-2020,85.6
Region of Waterloo Public Health and Paramedic Services,Hib,7,2020-2021,86.6
Region of Waterloo Public Health and Paramedic Services,Hib,7,2021-2022,85.1
Region of Waterloo Public Health and Paramedic Services,Hib,7,2022-2023,84.1
Region of Waterloo Public Health and Paramedic Services,HPV,12,2013-2014,61.9
Region of Waterloo Public Health and Paramedic Services,HPV,12,2014-2015,61.4
Region of Waterloo Public Health and Paramedic Services,HPV,12,2015-2016,60.2
Region of Waterloo Public Health and Paramedic Services,HPV,12,2016-2017,57.2
Region of Waterloo Public Health and Paramedic Services,HPV,12,2017-2018,61.2
Region of Waterloo Public Health and Paramedic Services,HPV,12,2018-2019,60.1
Region of Waterloo Public Health and Paramedic Services,HPV,17,2018-2019,60.4
Region of Waterloo Public Health and Paramedic Services,HPV,12,2019-2020,47.8
Region of Waterloo Public Health and Paramedic Services,HPV,17,2019-2020,61
Region of Waterloo Public Health and Paramedic Services,HPV,12,2020-2021,33.2
Region of Waterloo Public Health and Paramedic Services,HPV,17,2020-2021,63.9
Region of Waterloo Public Health and Paramedic Services,HPV,12,2021-2022,31.5
Region of Waterloo Public Health and Paramedic Services,HPV,17,2021-2022,60.6
Region of Waterloo Public Health and Paramedic Services,HPV,12,2022-2023,61
Region of Waterloo Public Health and Paramedic Services,HPV,17,2022-2023,65.9
Region of Waterloo Public Health and Paramedic Services,MCC,7,2013-2014,88.1
Region of Waterloo Public Health and Paramedic Services,MCC,7,2014-2015,91.8
Region of Waterloo Public Health and Paramedic Services,MCC,7,2015-2016,94.5
Region of Waterloo Public Health and Paramedic Services,MCC,7,2016-2017,96.3
Region of Waterloo Public Health and Paramedic Services,MCC,7,2017-2018,96.7
Region of Waterloo Public Health and Paramedic Services,MCC,7,2018-2019,96.5
Region of Waterloo Public Health and Paramedic Services,MCC,7,2019-2020,95.5
Region of Waterloo Public Health and Paramedic Services,MCC,7,2020-2021,95.1
Region of Waterloo Public Health and Paramedic Services,MCC,7,2021-2022,93.1
Region of Waterloo Public Health and Paramedic Services,MCC,7,2022-2023,90
Region of Waterloo Public Health and Paramedic Services,MCV4,12,2013-2014,87.1
Region of Waterloo Public Health and Paramedic Services,MCV4,12,2014-2015,86.9
Region of Waterloo Public Health and Paramedic Services,MCV4,12,2015-2016,87
Region of Waterloo Public Health and Paramedic Services,MCV4,12,2016-2017,50.7
Region of Waterloo Public Health and Paramedic Services,MCV4,12,2017-2018,82
Region of Waterloo Public Health and Paramedic Services,MCV4,12,2018-2019,82
Region of Waterloo Public Health and Paramedic Services,MCV4,17,2018-2019,95.6
Region of Waterloo Public Health and Paramedic Services,MCV4,12,2019-2020,92.7
Region of Waterloo Public Health and Paramedic Services,MCV4,17,2019-2020,94.8
Region of Waterloo Public Health and Paramedic Services,MCV4,12,2020-2021,86.9
Region of Waterloo Public Health and Paramedic Services,MCV4,17,2020-2021,94.5
Region of Waterloo Public Health and Paramedic Services,MCV4,12,2021-2022,88.5
Region of Waterloo Public Health and Paramedic Services,MCV4,17,2021-2022,91.2
Region of Waterloo Public Health and Paramedic Services,MCV4,12,2022-2023,89.8
Region of Waterloo Public Health and Paramedic Services,MCV4,17,2022-2023,92.6
Region of Waterloo Public Health and Paramedic Services,Measles,7,2013-2014,96.5
Region of Waterloo Public Health and Paramedic Services,Measles,7,2014-2015,94.4
Region of Waterloo Public Health and Paramedic Services,Measles,7,2015-2016,95.2
Region of Waterloo Public Health and Paramedic Services,Measles,7,2016-2017,95.5
Region of Waterloo Public Health and Paramedic Services,Measles,7,2017-2018,93.5
Region of Waterloo Public Health and Paramedic Services,Measles,7,2018-2019,93.7
Region of Waterloo Public Health and Paramedic Services,Measles,17,2013-2014,97.3
Region of Waterloo Public Health and Paramedic Services,Measles,17,2014-2015,95.5
Region of Waterloo Public Health and Paramedic Services,Measles,17,2015-2016,96.6
Region of Waterloo Public Health and Paramedic Services,Measles,17,2016-2017,96.3
Region of Waterloo Public Health and Paramedic Services,Measles,17,2017-2018,96.1
Region of Waterloo Public Health and Paramedic Services,Measles,17,2018-2019,96
Region of Waterloo Public Health and Paramedic Services,Measles,7,2019-2020,89.4
Region of Waterloo Public Health and Paramedic Services,Measles,17,2019-2020,95.1
Region of Waterloo Public Health and Paramedic Services,Measles,7,2020-2021,82.8
Region of Waterloo Public Health and Paramedic Services,Measles,17,2020-2021,95.3
Region of Waterloo Public Health and Paramedic Services,Measles,7,2021-2022,81.1
Region of Waterloo Public Health and Paramedic Services,Measles,17,2021-2022,93.7
Region of Waterloo Public Health and Paramedic Services,Measles,7,2022-2023,80.6
Region of Waterloo Public Health and Paramedic Services,Measles,17,2022-2023,93.9
Region of Waterloo Public Health and Paramedic Services,Mumps,7,2013-2014,96.3
Region of Waterloo Public Health and Paramedic Services,Mumps,7,2014-2015,94.3
Region of Waterloo Public Health and Paramedic Services,Mumps,7,2015-2016,95.1
Region of Waterloo Public Health and Paramedic Services,Mumps,7,2016-2017,95.5
Region of Waterloo Public Health and Paramedic Services,Mumps,7,2017-2018,93.5
Region of Waterloo Public Health and Paramedic Services,Mumps,7,2018-2019,93.7
Region of Waterloo Public Health and Paramedic Services,Mumps,17,2013-2014,96.2
Region of Waterloo Public Health and Paramedic Services,Mumps,17,2014-2015,94.3
Region of Waterloo Public Health and Paramedic Services,Mumps,17,2015-2016,96.3
Region of Waterloo Public Health and Paramedic Services,Mumps,17,2016-2017,96.2
Region of Waterloo Public Health and Paramedic Services,Mumps,17,2017-2018,96
Region of Waterloo Public Health and Paramedic Services,Mumps,17,2018-2019,95.9
Region of Waterloo Public Health and Paramedic Services,Mumps,7,2019-2020,89.3
Region of Waterloo Public Health and Paramedic Services,Mumps,17,2019-2020,95.1
Region of Waterloo Public Health and Paramedic Services,Mumps,7,2020-2021,82.6
Region of Waterloo Public Health and Paramedic Services,Mumps,17,2020-2021,95.2
Region of Waterloo Public Health and Paramedic Services,Mumps,7,2021-2022,80.7
Region of Waterloo Public Health and Paramedic Services,Mumps,17,2021-2022,93.6
Region of Waterloo Public Health and Paramedic Services,Mumps,7,2022-2023,80.3
Region of Waterloo Public Health and Paramedic Services,Mumps,17,2022-2023,93.8
Region of Waterloo Public Health and Paramedic Services,Pertussis,7,2013-2014,93.8
Region of Waterloo Public Health and Paramedic Services,Pertussis,7,2014-2015,89
Region of Waterloo Public Health and Paramedic Services,Pertussis,7,2015-2016,92.1
Region of Waterloo Public Health and Paramedic Services,Pertussis,7,2016-2017,93.2
Region of Waterloo Public Health and Paramedic Services,Pertussis,7,2017-2018,92.1
Region of Waterloo Public Health and Paramedic Services,Pertussis,7,2018-2019,93.2
Region of Waterloo Public Health and Paramedic Services,Pertussis,17,2013-2014,70.9
Region of Waterloo Public Health and Paramedic Services,Pertussis,17,2014-2015,71
Region of Waterloo Public Health and Paramedic Services,Pertussis,17,2015-2016,78.4
Region of Waterloo Public Health and Paramedic Services,Pertussis,17,2016-2017,79
Region of Waterloo Public Health and Paramedic Services,Pertussis,17,2017-2018,80.8
Region of Waterloo Public Health and Paramedic Services,Pertussis,17,2018-2019,85.7
Region of Waterloo Public Health and Paramedic Services,Pertussis,7,2019-2020,89.5
Region of Waterloo Public Health and Paramedic Services,Pertussis,17,2019-2020,81.7
Region of Waterloo Public Health and Paramedic Services,Pertussis,7,2020-2021,83
Region of Waterloo Public Health and Paramedic Services,Pertussis,17,2020-2021,71.8
Region of Waterloo Public Health and Paramedic Services,Pertussis,7,2021-2022,80.3
Region of Waterloo Public Health and Paramedic Services,Pertussis,17,2021-2022,55.1
Region of Waterloo Public Health and Paramedic Services,Pertussis,7,2022-2023,80.3
Region of Waterloo Public Health and Paramedic Services,Pertussis,17,2022-2023,61.1
Region of Waterloo Public Health and Paramedic Services,Pneumo,7,2013-2014,78.7
Region of Waterloo Public Health and Paramedic Services,Pneumo,7,2014-2015,81.2
Region of Waterloo Public Health and Paramedic Services,Pneumo,7,2015-2016,82.6
Region of Waterloo Public Health and Paramedic Services,Pneumo,7,2016-2017,81.9
Region of Waterloo Public Health and Paramedic Services,Pneumo,7,2017-2018,72.8
Region of Waterloo Public Health and Paramedic Services,Pneumo,7,2018-2019,77.2
Region of Waterloo Public Health and Paramedic Services,Pneumo,7,2019-2020,79.8
Region of Waterloo Public Health and Paramedic Services,Pneumo,7,2020-2021,82.1
Region of Waterloo Public Health and Paramedic Services,Pneumo,7,2021-2022,82.5
Region of Waterloo Public Health and Paramedic Services,Pneumo,7,2022-2023,82.4
Region of Waterloo Public Health and Paramedic Services,Polio,7,2013-2014,94.3
Region of Waterloo Public Health and Paramedic Services,Polio,7,2014-2015,89.3
Region of Waterloo Public Health and Paramedic Services,Polio,7,2015-2016,92.5
Region of Waterloo Public Health and Paramedic Services,Polio,7,2016-2017,93.7
Region of Waterloo Public Health and Paramedic Services,Polio,7,2017-2018,92.9
Region of Waterloo Public Health and Paramedic Services,Polio,7,2018-2019,93.6
Region of Waterloo Public Health and Paramedic Services,Polio,17,2013-2014,94.9
Region of Waterloo Public Health and Paramedic Services,Polio,17,2014-2015,93.1
Region of Waterloo Public Health and Paramedic Services,Polio,17,2015-2016,95.2
Region of Waterloo Public Health and Paramedic Services,Polio,17,2016-2017,95
Region of Waterloo Public Health and Paramedic Services,Polio,17,2017-2018,94.6
Region of Waterloo Public Health and Paramedic Services,Polio,17,2018-2019,94.5
Region of Waterloo Public Health and Paramedic Services,Polio,7,2019-2020,90
Region of Waterloo Public Health and Paramedic Services,Polio,17,2019-2020,93.8
Region of Waterloo Public Health and Paramedic Services,Polio,7,2020-2021,83.5
Region of Waterloo Public Health and Paramedic Services,Polio,17,2020-2021,93.9
Region of Waterloo Public Health and Paramedic Services,Polio,7,2021-2022,80.8
Region of Waterloo Public Health and Paramedic Services,Polio,17,2021-2022,92.2
Region of Waterloo Public Health and Paramedic Services,Polio,7,2022-2023,80.6
Region of Waterloo Public Health and Paramedic Services,Polio,17,2022-2023,91.9
Region of Waterloo Public Health and Paramedic Services,Rota,7,2019-2020,67.5
Region of Waterloo Public Health and Paramedic Services,Rota,7,2020-2021,71.8
Region of Waterloo Public Health and Paramedic Services,Rota,7,2021-2022,74.2
Region of Waterloo Public Health and Paramedic Services,Rota,7,2022-2023,76.5
Region of Waterloo Public Health and Paramedic Services,Rubella,7,2013-2014,98.2
Region of Waterloo Public Health and Paramedic Services,Rubella,7,2014-2015,97.5
Region of Waterloo Public Health and Paramedic Services,Rubella,7,2015-2016,97.3
Region of Waterloo Public Health and Paramedic Services,Rubella,7,2016-2017,97.4
Region of Waterloo Public Health and Paramedic Services,Rubella,7,2017-2018,97.4
Region of Waterloo Public Health and Paramedic Services,Rubella,7,2018-2019,97.1
Region of Waterloo Public Health and Paramedic Services,Rubella,17,2013-2014,98.5
Region of Waterloo Public Health and Paramedic Services,Rubella,17,2014-2015,97
Region of Waterloo Public Health and Paramedic Services,Rubella,17,2015-2016,97.6
Region of Waterloo Public Health and Paramedic Services,Rubella,17,2016-2017,97.3
Region of Waterloo Public Health and Paramedic Services,Rubella,17,2017-2018,97.5
Region of Waterloo Public Health and Paramedic Services,Rubella,17,2018-2019,97.3
Region of Waterloo Public Health and Paramedic Services,Rubella,7,2019-2020,96.8
Region of Waterloo Public Health and Paramedic Services,Rubella,17,2019-2020,96.9
Region of Waterloo Public Health and Paramedic Services,Rubella,7,2020-2021,96.4
Region of Waterloo Public Health and Paramedic Services,Rubella,17,2020-2021,96.9
Region of Waterloo Public Health and Paramedic Services,Rubella,7,2021-2022,95.3
